A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,MendeleevNumber_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_At. Radius   (angstroms)_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_OrbitalD,host_Bsite0_IsHexagonal
Ba,Sr,,Mn,Co,,5,134.5996021,-1.281342207,4,140.2,58.9332,758,1.038625,5.8,7.634615438,-0.254073276,-4.684300551,1.55375,637.025,-28.75,32.5,43.96,27.2703,-0.091875,-4.825,1.770989932,0.703617036,0.413693231,2.605,2916,1.7,16.705,13.55,1.42,-1.67793991,2.22,2.76,3143,1.79,7.86,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,26.5,1,3.5,0,1,0,1
Ba,Sr,,Mn,Fe,,5,104.3729715,-1.494398919,4,140.2,55.847,759.3,1.077625,5.41525,7.653563692,-0.327198276,-5.136211256,1.5575,637.5125,-46,31.375,36.535,28.427625,-0.102375,-2.3125,1.758893521,0.702700898,0.436983536,2.605,2826,1.7375,16.045,8.525,1.42,-1.67793991,2.22,2.76,3023,1.79,7.87,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.75,1,4.25,0,1,0,0
Ba,Sr,,Mn,Co,,5,138.0912258,-1.378549977,4,140.2,54.938,717.4,1.04975,5.6175,7.636150615,-0.275646552,-4.926822564,1.555,631.95,-37.5,31.75,32.4375,27.7697,-0.09925,-2.65,1.770003697,0.713298089,0.467253474,2.605,2689,1.73,16.35,9.2,1.42,-1.67793991,2.22,2.76,3143,1.79,7.86,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,26,1,4,0,1,0,0
Ba,Sr,,Mn,Fe,,5,104.2442075,-1.537434869,4,140.2,54.938,717.4,1.07575,5.361,7.648782784,-0.324396552,-5.228096368,1.5575,632.275,-49,31,27.4875,28.54125,-0.10625,-0.975,1.76193,0.712670143,0.486789403,2.605,2629,1.755,15.91,5.85,1.42,-1.67793991,2.22,2.76,3023,1.79,7.87,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.5,1,4.5,0,1,0,0
Ba,Sr,,Mn,Ni,,5,199.5780955,-1.200445415,4,140.2,54.938,717.4,1.03725,5.6175,7.631297923,-0.321896552,-4.54330642,1.5525,626.625,-27.25,32.5,30.1125,27.82965,-0.105,-1.825,1.773124943,0.723746647,0.463967584,2.605,2620,1.705,16.904,7.55,1.42,-1.67793991,2.22,2.76,3005,1.79,7.635,35.17,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,26.5,1,3.5,0,1,0,0
Ba,Sr,,Mn,Co,,5,165.1097297,-1.450745498,4,140.2,54.938,717.4,1.060875,5.435,7.637685791,-0.297219828,-5.169344577,1.55625,626.875,-46.25,31,20.915,28.2691,-0.106625,-0.475,1.76901856,0.723249261,0.536745051,2.605,2462,1.76,15.995,4.85,1.42,-1.67793991,2.22,2.76,3143,1.79,7.86,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.5,1,4.5,0,1,0,0
Ba,Sr,,Mn,Fe,,5,126.8181702,-1.548883319,4,140.2,54.938,717.4,1.073875,5.30675,7.644001876,-0.321594828,-5.319981479,1.5575,627.0375,-52,30.625,18.44,28.654875,-0.110125,0.3625,1.764976982,0.722926327,0.549409152,2.605,2432,1.7725,15.775,3.175,1.42,-1.67793991,2.22,2.76,3023,1.79,7.87,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.25,1,4.75,0,1,0,0
Ba,Sr,,Mn,Ni,,5,180.0351679,-1.385764967,4,140.2,54.938,717.4,1.054625,5.435,7.635259445,-0.320344828,-4.977586505,1.555,624.2125,-41.125,31.375,19.7525,28.299075,-0.1095,-0.0625,1.770576072,0.728581813,0.534570569,2.605,2427.5,1.7475,16.272,4.025,1.42,-1.67793991,2.22,2.76,3005,1.79,7.635,35.17,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.75,1,4.25,0,1,0,0
Ba,Sr,,Mn,Co,,5,162.7842126,-1.498302759,4,140.2,54.938,717.4,1.0664375,5.34375,7.63845338,-0.308006466,-5.290605584,1.556875,624.3375,-50.625,30.625,15.15375,28.5188,-0.1103125,0.6125,1.768526403,0.7283297,0.579864817,2.605,2348.5,1.775,15.8175,2.675,1.42,-1.67793991,2.22,2.76,3143,1.79,7.86,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.25,1,4.75,0,1,0,0
Ba,Sr,,Mn,Fe,,5,133.8833674,-1.556924544,4,140.2,54.938,717.4,1.0729375,5.279625,7.641611422,-0.320193966,-5.365924035,1.5575,624.41875,-53.5,30.4375,13.91625,28.7116875,-0.1120625,1.03125,1.766504427,0.72816592,0.587175793,2.605,2333.5,1.78125,15.7075,1.8375,1.42,-1.67793991,2.22,2.76,3023,1.79,7.87,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.125,1,4.875,0,1,0,0
Ba,Sr,,Mn,Ni,,5,160.4348067,-1.475624618,4,140.2,54.938,717.4,1.0633125,5.34375,7.637240207,-0.319568966,-5.194726548,1.55625,623.00625,-48.0625,30.8125,14.5725,28.5337875,-0.11175,0.81875,1.769304383,0.731023704,0.578593502,2.605,2331.25,1.76875,15.956,2.2625,1.42,-1.67793991,2.22,2.76,3005,1.79,7.635,35.17,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25.375,1,4.625,0,1,0,0
Ba,Sr,,Mn,,,4,137.791901,-1.567360519,4,140.2,54.938,717.4,1.072,5.2525,7.639220968,-0.318793103,-5.41186659,1.5575,621.8,-55,30.25,9.3925,28.7685,-0.114,1.7,1.76803452,0.733482018,0.630517885,2.605,2235,1.79,15.64,0.5,1.42,-1.67793991,2.22,2.76,2235,1.79,7.435,33.667,1.44,-1.92352226,2.45,52,1.61,0.17,0,0,0,0,25,1,5,0,1,0,0
Ba,Sr,,Ni,Co,,5,227.717761,-0.974870373,4,140.2,58.6934,736.7,1.015,5.9825,7.62822757,-0.27875,-4.058262394,1.55,636.775,-9.75,34,53.1575,26.83085,-0.09025,-6.175,1.775105482,0.704087777,0.369072989,2.605,3074,1.645,17.614,16.25,1.42,-1.67793991,2.22,2.76,3143,1.67,7.86,35.17,1.44,-1.92352226,2.45,58,1.75,0.17,0,0,0,0,27.5,1,2.5,0,1,0,0
Ba,Sr,,Ni,Co,,5,283.0424293,-0.858388842,4,140.2,58.6934,736.7,1.00875,5.9825,7.625801224,-0.301875,-3.866504322,1.54875,634.1125,-4.625,34.375,51.995,26.860825,-0.093125,-5.7625,1.776673735,0.709140528,0.368043565,2.605,3039.5,1.6325,17.891,15.425,1.42,-1.67793991,2.22,2.76,3143,1.67,7.86,35.17,1.44,-1.92352226,2.45,58,1.75,0.17,0,0,0,0,27.75,1,2.25,0,1,0,0
Ba,Sr,,Ni,Co,,5,272.8715799,-0.815097201,4,140.2,58.6934,736.7,1.005625,5.9825,7.624588051,-0.3134375,-3.770625286,1.548125,632.78125,-2.0625,34.5625,51.41375,26.8758125,-0.0945625,-5.55625,1.777458902,0.711694196,0.367531003,2.605,3022.25,1.62625,18.0295,15.0125,1.42,-1.67793991,2.22,2.76,3143,1.67,7.86,35.17,1.44,-1.92352226,2.45,58,1.75,0.17,0,0,0,0,27.875,1,2.125,0,1,0,0
Ba,Sr,,Ni,,,4,296.6302304,-0.737876061,4,140.2,58.6934,736.7,1.0025,5.9825,7.623374878,-0.325,-3.67474625,1.5475,631.45,0.5,34.75,50.8325,26.8908,-0.096,-5.35,1.778244762,0.714266323,0.367019868,2.605,3005,1.62,18.168,14.6,1.42,-1.67793991,2.22,2.76,3005,1.62,7.635,35.17,1.44,-1.92352226,2.45,61,1.75,0.17,0,0,0,0,28,1,2,0,1,0,0
Ba,Sr,,V,,,4,66.96310632,-2.075277721,4,140.2,50.9415,650,1.0525,4.5875,7.842676708,-0.33,-5.37121431,1.5825,588.1,-30,27.25,20.8325,30.76675,-0.1185,-0.05,1.646642093,0.809538462,0.310163421,2.605,3650,1.92,14.65,4,1.42,-1.67793991,2.22,2.76,3650,1.92,6.74,29.31,1.44,-1.92352226,2.45,46,1.64,0.17,0,0,0,0,23,1,7,0,1,0,0
Ba,Sr,,Fe,Zn,,5,119.7749833,-1.411024259,4,140.2,55.847,759.3,1.086125,5.423,7.69199332,-0.3175,-4.603983367,1.5625,651.94375,-44.5,32.625,47.82,27.7175625,-0.0946875,-4.00625,1.734860849,0.676621394,0.432664533,2.605,2792.625,1.69625,16.403,11.9125,1.42,-1.67793991,2.22,2.76,3023,1.72,9.394,39.722,1.44,-1.92352226,2.45,55,1.32,0.17,0,0,0,0,26.5,1,3.5,0,1,0,0
Ba,Sr,,Fe,Zn,,5,150.4727082,-1.36429005,4,140.2,55.847,759.3,1.09275,5.3765,7.72564204,-0.305,-4.163640589,1.5675,661.1375,-46,33.5,50.0575,27.121125,-0.090875,-4.3625,1.714350899,0.660992997,0.47619866,2.605,2562.25,1.6725,16.626,12.625,1.42,-1.67793991,2.22,2.76,3023,1.72,9.394,39.722,1.44,-1.92352226,2.45,55,1.32,0.17,0,0,0,0,27,1,3,0,1,0,0
Ba,Sr,,Fe,Zn,,5,219.4021335,-1.263161132,4,140.2,55.847,759.3,1.106,5.2835,7.79293948,-0.28,-3.282955034,1.5775,679.525,-49,35.25,54.5325,25.92825,-0.08325,-5.075,1.674752236,0.631806448,0.596170396,2.605,2101.5,1.625,17.072,14.05,1.42,-1.67793991,2.22,2.76,3023,1.72,9.394,39.722,1.44,-1.92352226,2.45,55,1.32,0.17,0,0,0,0,28,1,2,0,1,0,0
Ba,Sr,,Fe,Zn,,5,294.893175,-1.152772713,4,140.2,65.39,906.4,1.11925,5.1905,7.86023692,-0.255,-2.402269478,1.5875,697.9125,-52,37,59.0075,24.735375,-0.075625,-5.7875,1.6369416,0.6050884,0.796951395,2.605,1640.75,1.5775,17.518,15.475,1.42,-1.67793991,2.22,2.76,3023,1.72,9.394,39.722,1.44,-1.92352226,2.45,55,1.32,0.17,0,0,0,0,29,1,1,0,1,0,1
Ba,Sr,,Zn,,,4,377.5020086,-1.025792545,4,140.2,65.39,906.4,1.1325,5.0975,7.92753436,-0.23,-1.521583923,1.5975,716.3,-55,38.75,63.4825,23.5425,-0.068,-6.5,1.60080056,0.580538394,1.201647875,2.605,1180,1.53,17.964,16.9,1.42,-1.67793991,2.22,2.76,1180,1.53,9.394,39.722,1.44,-1.92352226,2.45,69,1.32,0.17,0,0,0,0,30,1,0,0,1,0,1
Ba,Y,,Co,,,4,136.2529899,-1.467524611,4,140.2,58.9332,758,0.93625,6.465,7.279089959,0.13875,-5.637225081,1.48,658.725,22,34.25,58.9,27.092375,-0.0845,-7.8,1.643424567,0.738060686,0.71457273,2.515,3143,1.67,17.06,17.9,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,33.5,1.075,-6.34029752,2.27,58,1.75,0.535,0,0,0,0,27,1,3,0,1,0,1
Ba,Y,,Cr,,,4,160.8491605,-1.958316172,4,140.2,51.996,652.8,0.94625,5.61,7.341831268,0.03125,-6.849888779,1.49,606.125,19,29.75,55.75,30.560975,-0.0985,-2.8,1.606813789,0.857000613,0.785714286,2.515,2945,1.85,16.5,7.9,1.42,-1.92352226,2.22,2.76,2945,1.85,6.766,30.96,1.075,-6.34029752,2.27,49,1.73,0.535,0,0,0,0,24,1,5,0,1,0,0
Ba,Y,,Fe,,,4,120.0264524,-1.723061144,4,140.2,55.847,759.3,0.98825,5.952,7.304354297,0.04125,-6.239772689,1.485,659.375,-1,32.75,49,28.635475,-0.0985,-4.45,1.628483517,0.73679705,0.76323319,2.515,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.075,-6.34029752,2.27,55,1.77,0.535,0,0,0,0,26,1,4,0,1,0,0
Ba,Y,,Ga,,,4,267.8544255,-1.845240579,4,140.2,69.723,578.8,0.98125,4.97,7.823685274,-0.4175,-3.60315816,1.53,569.125,1.5,42.25,29.2,21.697475,-0.0595,0.25,1.372068503,0.966568763,1.041748028,2.515,2478,1.81,20.51,1.8,1.42,-1.92352226,2.22,2.76,2478,1.81,5.999,30.71,1.075,-6.34029752,2.27,74,1.31,0.535,0,0,0,0,31,1,0,5,1,0,0
Ba,Y,,Mn,,,4,124.6308404,-1.853725944,4,140.2,54.938,717.4,0.98075,5.735,7.285230665,0.052456897,-6.607313134,1.485,638.425,-13,31.25,12.81,29.089975,-0.114,0.9,1.639767857,0.779829941,1.21393465,2.515,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,2235,1.79,7.435,33.667,1.075,-6.34029752,2.27,52,1.61,0.535,0,0,0,0,25,1,5,0,1,0,0
Ba,Y,,Ni,,,4,190.8708784,-1.160741736,4,140.2,58.6934,736.7,0.91125,6.465,7.269384576,0.04625,-4.870192794,1.475,648.075,42.5,35.75,54.25,27.212275,-0.096,-6.15,1.649237371,0.759400027,0.706622517,2.515,3005,1.62,18.168,14.6,1.42,-1.92352226,2.22,2.76,3005,1.62,7.635,35.17,1.075,-6.34029752,2.27,61,1.75,0.535,0,0,0,0,28,1,2,0,1,0,0
Ba,Y,,Sc,,,4,126.6161637,-2.741753566,4,140.2,44.9559,631,1.04375,3.51,8.066445023,0.02375,-5.239787054,1.62,595.225,-3.95,10.75,16.8,34.081025,-0.158,0.4,1.278004205,0.886608558,0.875164042,2.515,3109,2.09,12.8,1.5,1.42,-1.92352226,2.22,2.76,3109,2.09,6.54,24.76,1.075,-6.34029752,2.27,11,1.27,0.535,0,0,0,0,21,1,9,0,1,0,1
Ba,Y,,Ti,,,4,70.04323975,-2.735192273,4,140.2,47.88,658,0.97375,4.285,7.754847178,0.11625,-5.984644069,1.56,608.725,-3,26.75,19.85,32.618975,-0.1355,-0.15,1.401315456,0.850227964,0.627351834,2.515,3560,2,13.58,2.6,1.42,-1.92352226,2.22,2.76,3560,2,6.82,27.491,1.075,-6.34029752,2.27,43,1.52,0.535,0,0,0,0,22,1,8,0,1,0,1
Ba,Y,,V,,,4,71.75494749,-2.238669896,4,140.2,50.9415,650,0.96125,5.07,7.488686406,0.04125,-6.566660854,1.51,604.725,12,28.25,24.25,31.088225,-0.1185,-0.85,1.52718216,0.860692308,0.597156929,2.515,3650,1.92,14.65,4,1.42,-1.92352226,2.22,2.76,3650,1.92,6.74,29.31,1.075,-6.34029752,2.27,46,1.64,0.535,0,0,0,0,23,1,7,0,1,0,0
Ba,Bi,La,Fe,,,5,127.3781892,-1.358503661,5,140.2,55.847,759.3,1.051375,6.662,7.426727468,-0.34421875,-5.548526323,1.464375,658.35,12.625,41.875,47.6775,49.79626875,-0.133625,-4.49375,1.672519697,0.734097195,0.52166309,2.475,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.17,-4.79586452,1.63,55,1.77,0.44,0.25,0.125,0,3.5,26,1,4,0,1,0,0
Ba,Cd,La,Fe,,,5,166.1874289,-1.260805286,5,140.2,55.847,759.3,1.068875,6.5245,7.298961419,0.05515625,-5.153336301,1.458125,678.9,-1.125,39.875,58.79375,37.72496875,-0.119875,-2.76875,1.626542881,0.788225998,0.465060801,2.495,3023,1.72,16.18,11.2,1.42,-0.74033904,2.22,2.76,3023,1.72,7.87,30.651,1.31,-4.79586452,1.71,55,1.77,0.3,0,0.125,0,0,26,1,4,0,1,0,0
Ba,Sn,La,Fe,,,5,276.0287208,-1.29794037,5,140.2,55.847,759.3,1.006375,6.357,7.372813936,-0.97109375,-5.546945409,1.458125,659.0125,14,41.125,55.01875,38.51246875,-0.120375,-3.51875,1.653118827,0.735842223,0.601326896,2.4975,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,0.81,-4.79586452,1.72,55,1.77,0.8,0,0.125,0,0,26,1,4,0,1,0,0
Ba,Bi,La,Fe,,,5,93.42580713,-1.443668329,6,140.2,55.847,759.3,1.078875,6.277,7.566471275,-0.15421875,-5.420390564,1.496875,645.825,2.5,37.0625,48.335625,45.31811875,-0.1285,-4.375,1.722806728,0.701106282,0.507786123,2.61625,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.17,-4.79586452,1.63,55,1.77,0.44,0.125,0.125,0,1.75,26,1,4,0,1,0,0
Ba,Bi,,Fe,,,4,129.3236717,-1.27956302,6,140.2,55.847,759.3,1.067,6.502,7.528335075,-0.38,-5.360774828,1.51,656.15,6.25,41.625,47.98375,49.6978,-0.13275,-4.4375,1.709083356,0.728302384,0.428898426,2.4775,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.17,-3.89538374,1.63,55,1.77,0.44,0.25,0,0,3.5,26,1,4,0,1,0,0
Ba,Bi,,Zr,Fe,,5,0.202289181,-2.532279186,6,140.2,91.224,660,1.104625,5.90525,8.220543298,-0.5746875,-5.474732288,1.6325,612.70625,17.625,36.8125,22.8275,34.2203625,-0.0579375,-0.54375,1.368260337,0.822411838,0.267499442,2.4775,4474.625,2.105,13.51125,3.4125,1.42,-1.92352226,2.22,2.76,4682,2.16,7.87,30.651,1.17,-3.89538374,1.63,44,1.41,0.44,0.25,0,0,3.5,38.25,1,7.5,0,1,0,1
Ba,Ca,,Fe,,,4,118.3037635,-1.421432245,6,140.2,55.847,759.3,1.08825,5.477,7.59847718,-0.11875,-5.107604223,1.545,641.9625,-27,31.75,72,28.585,-0.067125,-0.6375,1.734324104,0.690932438,0.411494993,2.6275,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.34,-1.92725921,2.23,55,1.77,0.27,0,0,0,0,26,1,4,0,1,0,0
Ba,Cd,La,Fe,,,5,114.5546445,-1.390930141,6,140.2,55.847,759.3,1.087625,6.20825,7.502588251,0.04546875,-5.222795553,1.49375,656.1,-4.375,36.0625,53.89375,39.28246875,-0.121625,-3.5125,1.69981832,0.728170684,0.479484979,2.62625,3023,1.72,16.18,11.2,1.42,-0.74033904,2.22,2.76,3023,1.72,7.87,30.651,1.31,-4.79586452,1.71,55,1.77,0.3,0,0.125,0,0,26,1,4,0,1,0,0
Ba,Cd,,Fe,,,4,175.5795965,-1.170088395,6,140.2,55.847,759.3,1.0845,6.3645,7.400569026,0.019375,-4.965584806,1.50375,676.7,-7.5,39.625,59.1,37.6265,-0.119,-2.7125,1.66310654,0.782431187,0.372296137,2.4975,3023,1.72,16.18,11.2,1.42,-0.74033904,2.22,2.76,3023,1.72,7.87,30.651,1.31,-1.92352226,1.71,55,1.77,0.3,0,0,0,0,26,1,4,0,1,0,0
Ba,Cd,,Zr,Fe,Hf,6,0,-2.536790687,6,140.2,91.224,660,1.1215,6.19275,8.086947547,-0.168125,-5.167563565,1.625625,632.13125,0.75,34.875,33.9625,16.6949375,-0.0355625,1.1125,1.333692065,0.886501408,0.22859866,2.4975,4498.75,2.105,13.735625,3.55,1.42,-0.74033904,2.22,2.76,4875,2.16,7.87,30.651,1.31,-1.92352226,1.71,44,1.41,0.3,0,0,0,0,42.25,1,7.5,0,1,0,1
Ba,Cd,,Zr,Fe,,5,59.1838239,-2.456707811,6,140.2,91.224,660,1.122125,5.76775,8.092777249,-0.1753125,-5.079542266,1.62625,633.25625,3.875,34.8125,33.94375,22.1490625,-0.0441875,1.18125,1.331452154,0.883535032,0.232197189,2.4975,4474.625,2.105,13.51125,3.4125,1.42,-0.74033904,2.22,2.76,4682,2.16,7.87,30.651,1.31,-1.92352226,1.71,44,1.41,0.3,0,0,0,0,38.25,1,7.5,0,1,0,1
Ba,Ce,,Fe,,,4,120.2148156,-1.627183623,6,140.2,55.847,759.3,1.07575,6.1295,7.598951291,-0.04625,-5.461134234,1.53375,634.2125,-1.25,32.75,48.425,41.09025,-0.12425,-4.375,1.734494714,0.670518899,0.525321888,2.745,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.24,-4.65518148,2.7,55,1.77,0.37,0,0.25,3.25,0.25,26,1,4,0,1,0,0
Ba,Dy,,Fe,,,4,121.3684215,-1.556909467,6,140.2,55.847,759.3,1.056125,6.352,7.542300032,-0.00375,-5.439257334,1.52625,639.7375,-1.25,34.75,48.3375,43.88775,-0.126375,-4.4125,1.714108668,0.685071777,0.465379113,2.6925,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.083,-4.45538074,2.49,55,1.77,0.527,0,0.25,1,2.5,26,1,4,0,1,0,0
Ba,Gd,,Fe,,,4,98.51156618,-1.564352738,6,140.2,55.847,759.3,1.059125,6.27075,7.557117761,0.0725,-5.445865691,1.52875,642.2375,-1.25,34.25,48.325,43.2315,-0.1185,-4.45,1.719440852,0.691656789,0.523826896,2.705,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.107,-4.51068704,2.54,55,1.77,0.503,0,0.25,1.75,1.75,26,1,4,0,1,0,0
Ba,Zn,,Mn,Hf,,5,219.4705308,-1.654004453,6,140.2,54.938,717.4,1.037125,6.69125,7.484397798,-0.007844828,-5.503320223,1.5175,651.1625,-19.5,37.125,27.2075,16.7595,-0.0725,2.55,1.536486395,0.864326104,0.405895674,2.4525,2895,1.8825,15.46125,1.225,1.42,-1.1570915,2.22,2.76,4875,2.16,7.435,33.667,0.9,-1.92352226,1.53,45,1.45,0.71,0,0,0,0,36.75,1,5.75,0,1,0,0
Ba,Zn,,Co,Hf,,5,245.6479886,-1.35564614,6,140.2,58.9332,758,1.00375,7.23875,7.479792268,0.056875,-4.775754183,1.51375,666.3875,6.75,39.375,61.775,15.2613,-0.050375,-3.975,1.538888336,0.828223594,0.30090344,2.4525,3576,1.7925,16.52625,14.275,1.42,-1.1570915,2.22,2.76,4875,2.16,7.86,33.5,0.9,-1.92352226,1.53,45,1.45,0.71,0,0,0,0,38.25,1,4.25,0,1,0,1
Ba,Zn,,Fe,Hf,,5,229.7901283,-1.535531352,6,140.2,55.847,759.3,1.04275,6.854,7.498740522,-0.01625,-5.227664889,1.5175,666.875,-10.5,38.25,54.35,16.418625,-0.060875,-1.4625,1.529053977,0.827117367,0.313470639,2.4525,3486,1.83,15.86625,9.25,1.42,-1.1570915,2.22,2.76,4875,2.16,7.87,30.651,0.9,-1.92352226,1.53,45,1.45,0.71,0,0,0,0,37.5,1,5,0,1,0,0
Ba,Zn,,Ni,Hf,,5,396.8833354,-1.010474046,6,140.2,58.6934,736.7,0.985,7.23875,7.472513231,-0.0125,-4.200479968,1.51,658.4,22.125,40.5,58.2875,15.351225,-0.059,-2.7375,1.542699955,0.846779566,0.298789565,2.4525,3472.5,1.755,17.35725,11.8,1.42,-1.1570915,2.22,2.76,4875,2.16,7.635,35.17,0.9,-1.92352226,1.53,45,1.45,0.71,0,0,0,0,39,1,3.5,0,1,0,0
Ba,Ho,,Fe,,,4,129.1284141,-1.551884538,6,140.2,55.847,759.3,1.06075,6.38325,7.543463755,0.073333333,-5.436240137,1.525,640.8625,-1.25,35,49.025,44.1915375,-0.127375,-4.4125,1.714527436,0.688035032,0.480429185,2.6875,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.12,-4.4347242,2.47,55,1.77,0.49,0,0.25,0.75,2.75,26,1,4,0,1,0,0
Ba,La,,Fe,Co,,5,100.9711205,-1.469495996,6,140.2,55.847,759.3,1.06475,6.3085,7.591975306,0.1203125,-5.178732497,1.48125,635.175,10.25,33.25,53.6375,40.1668875,-0.11725,-5.9875,1.744459903,0.674487577,0.567356115,2.755,3083,1.695,16.62,14.55,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.36,-4.79586452,2.74,55,1.75,0.25,0,0.25,0,0,26.5,1,3.5,0,1,0,0
Ba,La,,Fe,Co,,5,89.72129861,-1.540573317,6,140.2,55.847,759.3,1.07775,6.18025,7.59829139,0.0959375,-5.329369399,1.4825,635.3375,4.5,32.875,51.1625,40.5526625,-0.12075,-5.15,1.74048597,0.674198755,0.576853285,2.755,3053,1.7075,16.4,12.875,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.36,-4.79586452,2.74,55,1.75,0.25,0,0.25,0,0,26.25,1,3.75,0,1,0,0
Ba,La,,Fe,Co,,5,73.01999556,-1.574778102,6,140.2,55.847,759.3,1.08425,6.116125,7.601449433,0.08375,-5.40468785,1.483125,635.41875,1.625,32.6875,49.925,40.74555,-0.1225,-4.73125,1.738505785,0.674054437,0.581722108,2.755,3038,1.71375,16.29,12.0375,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.36,-4.79586452,2.74,55,1.75,0.25,0,0.25,0,0,26.125,1,3.875,0,1,0,0
Ba,La,,Fe,,,4,60.35669252,-1.604944888,6,140.2,55.847,759.3,1.09075,6.052,7.604607475,0.0715625,-5.480006301,1.48375,635.5,-1.25,32.5,48.6875,40.9384375,-0.12425,-4.3125,1.736530101,0.67391018,0.58667382,2.755,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.36,-4.79586452,2.74,55,1.77,0.25,0,0.25,0,0,26,1,4,0,1,0,0
Ba,La,,Mn,Fe,,5,69.97238548,-1.647652838,6,140.2,55.847,759.3,1.088875,5.99775,7.599826567,0.074364224,-5.571891412,1.48375,630.2625,-4.25,32.125,39.64,41.0520625,-0.128125,-2.975,1.739522806,0.683337228,0.646699363,2.755,2826,1.7375,16.045,8.525,1.42,-1.92352226,2.22,2.76,3023,1.79,7.87,33.667,1.36,-4.79586452,2.74,52,1.61,0.25,0,0.25,0,0,25.75,1,4.25,0,1,0,0
